Date,Station Id,Station Name,Elevation (ft),Air_Max_C,Air_Min_C
Nov-96,356,Blue Lakes,8057,16.2,-13.1
Dec-96,356,Blue Lakes,8057,8.7,-15.4
Jan-97,356,Blue Lakes,8057,8.7,-26.2
Feb-97,356,Blue Lakes,8057,8.1,-18.3
Mar-97,356,Blue Lakes,8057,15.8,-20.5
Apr-97,356,Blue Lakes,8057,16,-13
May-97,356,Blue Lakes,8057,20.8,-7.6
Jun-97,356,Blue Lakes,8057,22.3,-1.9
Jul-97,356,Blue Lakes,8057,25.1,-2
Aug-97,356,Blue Lakes,8057,28,3.7
Sep-97,356,Blue Lakes,8057,21.7,0.3
Oct-97,356,Blue Lakes,8057,19.9,-6.8
Nov-97,356,Blue Lakes,8057,18,-8.6
Dec-97,356,Blue Lakes,8057,10.2,-19.9
Jan-98,356,Blue Lakes,8057,7.7,-22.1
Feb-98,356,Blue Lakes,8057,7.1,-20.1
Mar-98,356,Blue Lakes,8057,13.4,-22.9
Apr-98,356,Blue Lakes,8057,17.6,-20
May-98,356,Blue Lakes,8057,15.5,-10.5
Jun-98,356,Blue Lakes,8057,19.8,-3.5
Jul-98,356,Blue Lakes,8057,28.3,-1.4
Aug-98,356,Blue Lakes,8057,28.3,3.1
Sep-98,356,Blue Lakes,8057,24.8,-1
Oct-98,356,Blue Lakes,8057,15.5,-5.8
Nov-98,356,Blue Lakes,8057,11.4,-12.6
Dec-98,356,Blue Lakes,8057,14.3,-22.3
Jan-99,356,Blue Lakes,8057,11.3,-19
Feb-99,356,Blue Lakes,8057,8.2,-22
Mar-99,356,Blue Lakes,8057,11.2,-19.3
Apr-99,356,Blue Lakes,8057,17,-21.6
May-99,356,Blue Lakes,8057,17.9,-11.2
Jun-99,356,Blue Lakes,8057,24.3,-6.5
Jul-99,356,Blue Lakes,8057,26.9,3.3
Aug-99,356,Blue Lakes,8057,24.2,-1.2
Sep-99,356,Blue Lakes,8057,23.2,-0.2
Oct-99,356,Blue Lakes,8057,20.4,-4.1
Nov-99,356,Blue Lakes,8057,16.6,-12.9
Dec-99,356,Blue Lakes,8057,19.2,-13.2
Jan-00,356,Blue Lakes,8057,6.5,-19
Feb-00,356,Blue Lakes,8057,17.6,-21.9
Mar-00,356,Blue Lakes,8057,13.6,-15
Apr-00,356,Blue Lakes,8057,19.1,-9.5
May-00,356,Blue Lakes,8057,20.9,-14.4
Jun-00,356,Blue Lakes,8057,26,-1.8
Jul-00,356,Blue Lakes,8057,27.7,0
Aug-00,356,Blue Lakes,8057,26.7,3.3
Sep-00,356,Blue Lakes,8057,24.1,-2.8
Oct-00,356,Blue Lakes,8057,20.1,-7.3
Nov-00,356,Blue Lakes,8057,10.9,-16.5
Dec-00,356,Blue Lakes,8057,10.9,-12.5
Jan-01,356,Blue Lakes,8057,13.6,-19.5
Feb-01,356,Blue Lakes,8057,12.4,-23.3
Mar-01,356,Blue Lakes,8057,14.8,-20.2
Apr-01,356,Blue Lakes,8057,17.3,-16.6
May-01,356,Blue Lakes,8057,24.6,-6.4
Jun-01,356,Blue Lakes,8057,25.4,-2.5
Jul-01,356,Blue Lakes,8057,27.3,2.6
Aug-01,356,Blue Lakes,8057,27.5,2.9
Sep-01,356,Blue Lakes,8057,24.4,0.4
Oct-01,356,Blue Lakes,8057,22.3,-3.4
Nov-01,356,Blue Lakes,8057,13.6,-14.4
Dec-01,356,Blue Lakes,8057,4,-19.5
Jan-02,356,Blue Lakes,8057,12.5,-25.1
Feb-02,356,Blue Lakes,8057,12.1,-17.2
Mar-02,356,Blue Lakes,8057,15.8,-21.7
Apr-02,356,Blue Lakes,8057,17.6,-12.5
May-02,356,Blue Lakes,8057,21.7,-14.1
Jun-02,356,Blue Lakes,8057,26.1,-4.9
Jul-02,356,Blue Lakes,8057,31.6,5.2
Aug-02,356,Blue Lakes,8057,29.7,1
Sep-02,356,Blue Lakes,8057,24.8,-1.8
Oct-02,356,Blue Lakes,8057,21,-8.9
Nov-02,356,Blue Lakes,8057,11.9,-12.1
Dec-02,356,Blue Lakes,8057,8.7,-19.7
Jan-03,356,Blue Lakes,8057,13,-14.7
Feb-03,356,Blue Lakes,8057,8.6,-20.6
Mar-03,356,Blue Lakes,8057,14.9,-14.8
Apr-03,356,Blue Lakes,8057,13,-19.9
May-03,356,Blue Lakes,8057,23.5,-13.2
Jun-03,356,Blue Lakes,8057,26,-1.9
Jul-03,356,Blue Lakes,8057,29.4,3.4
Aug-03,356,Blue Lakes,8057,25.7,3.7
Sep-03,356,Blue Lakes,8057,24.6,-0.5
Oct-03,356,Blue Lakes,8057,20.4,-9.4
Nov-03,356,Blue Lakes,8057,10.7,-13.7
Dec-03,356,Blue Lakes,8057,8,-23.9
Jan-04,356,Blue Lakes,8057,8.6,-25.5
Feb-04,356,Blue Lakes,8057,5,-17.7
Mar-04,356,Blue Lakes,8057,19.7,-13.8
Apr-04,356,Blue Lakes,8057,17.9,-7.5
May-04,356,Blue Lakes,8057,19.3,-5
Jun-04,356,Blue Lakes,8057,23.3,-3.3
Jul-04,356,Blue Lakes,8057,25.6,3.3
Aug-04,356,Blue Lakes,8057,27.6,3.8
Sep-04,356,Blue Lakes,8057,24.1,-5.8
Oct-04,356,Blue Lakes,8057,20.4,-10.6
Nov-04,356,Blue Lakes,8057,9.6,-16.6
Dec-04,356,Blue Lakes,8057,11.8,-15.7
Jan-05,356,Blue Lakes,8057,14.9,-17.5
Feb-05,356,Blue Lakes,8057,7,-15.3
Mar-05,356,Blue Lakes,8057,16.3,-20.4
Apr-05,356,Blue Lakes,8057,14.9,-16.6
May-05,356,Blue Lakes,8057,20.5,-12.8
Jun-05,356,Blue Lakes,8057,,
Jul-05,356,Blue Lakes,8057,,
Aug-05,356,Blue Lakes,8057,25.1,3.7
Sep-05,356,Blue Lakes,8057,21.7,-2.1
Oct-05,356,Blue Lakes,8057,17.5,-4.3
Nov-05,356,Blue Lakes,8057,14.1,-11.6
Dec-05,356,Blue Lakes,8057,10.3,-13.8
Jan-06,356,Blue Lakes,8057,6.7,-19.4
Feb-06,356,Blue Lakes,8057,11.9,-21.6
Mar-06,356,Blue Lakes,8057,7.9,-22.1
Apr-06,356,Blue Lakes,8057,15.5,-11.8
May-06,356,Blue Lakes,8057,20.8,-7.4
Jun-06,356,Blue Lakes,8057,25.4,-0.8
Jul-06,356,Blue Lakes,8057,26.1,5.3
Aug-06,356,Blue Lakes,8057,23.1,4.4
Sep-06,356,Blue Lakes,8057,22.9,-2
Oct-06,356,Blue Lakes,8057,15.7,-3.5
Nov-06,356,Blue Lakes,8057,14.7,-12.8
Dec-06,356,Blue Lakes,8057,11.5,-15.8
Jan-07,356,Blue Lakes,8057,10.4,-21
Feb-07,356,Blue Lakes,8057,12.3,-15.9
Mar-07,356,Blue Lakes,8057,15.4,-17
Apr-07,356,Blue Lakes,8057,17.5,-13.2
May-07,356,Blue Lakes,8057,20.9,-7.7
Jun-07,356,Blue Lakes,8057,22.2,-3.5
Jul-07,356,Blue Lakes,8057,27.3,5.8
Aug-07,356,Blue Lakes,8057,24.8,6.7
Sep-07,356,Blue Lakes,8057,23.5,-2.1
Oct-07,356,Blue Lakes,8057,20.3,-6.8
Nov-07,356,Blue Lakes,8057,14.9,-8.8
Dec-07,356,Blue Lakes,8057,10.2,-14.6
Jan-08,356,Blue Lakes,8057,6.7,-18.3
Feb-08,356,Blue Lakes,8057,11.8,-16.3
Mar-08,356,Blue Lakes,8057,10.3,-14.7
Apr-08,356,Blue Lakes,8057,15.1,-14.4
May-08,356,Blue Lakes,8057,21.3,-6.8
Jun-08,356,Blue Lakes,8057,22.8,-1.1
Jul-08,356,Blue Lakes,8057,26.1,6.4
Aug-08,356,Blue Lakes,8057,26.4,1.1
Sep-08,356,Blue Lakes,8057,23.3,-0.3
Oct-08,356,Blue Lakes,8057,18.5,-8.5
Nov-08,356,Blue Lakes,8057,14.3,-8.9
Dec-08,356,Blue Lakes,8057,14.2,-19.3
Jan-09,356,Blue Lakes,8057,12.4,-22.1
Feb-09,356,Blue Lakes,8057,11.3,-21.3
Mar-09,356,Blue Lakes,8057,10.7,-20.6
Apr-09,356,Blue Lakes,8057,17.1,-11.7
May-09,356,Blue Lakes,8057,20.6,-2.5
Jun-09,356,Blue Lakes,8057,23.5,-0.3
Jul-09,356,Blue Lakes,8057,25.5,5.3
Aug-09,356,Blue Lakes,8057,24.7,0.4
Sep-09,356,Blue Lakes,8057,23.3,-3.9
Oct-09,356,Blue Lakes,8057,16.6,-8.8
Nov-09,356,Blue Lakes,8057,17.2,-8.4
Dec-09,356,Blue Lakes,8057,9.2,-22.2
Jan-10,356,Blue Lakes,8057,8.6,-15.8
Feb-10,356,Blue Lakes,8057,8.3,-13.8
Mar-10,356,Blue Lakes,8057,11.5,-17.4
Apr-10,356,Blue Lakes,8057,14.6,-16.6
May-10,356,Blue Lakes,8057,14.3,-9
Jun-10,356,Blue Lakes,8057,22.3,-1.5
Jul-10,356,Blue Lakes,8057,26,2.9
Aug-10,356,Blue Lakes,8057,25.6,-0.1
Sep-10,356,Blue Lakes,8057,24.6,-0.4
Oct-10,356,Blue Lakes,8057,20.5,-6.8
Nov-10,356,Blue Lakes,8057,17.6,-16.8
Dec-10,356,Blue Lakes,8057,11.6,-19.3
Jan-11,356,Blue Lakes,8057,12,-24.5
Feb-11,356,Blue Lakes,8057,8.9,-21
Mar-11,356,Blue Lakes,8057,17.5,-15.3
Apr-11,356,Blue Lakes,8057,15.4,-16.4
May-11,356,Blue Lakes,8057,15.3,-10.5
Jun-11,356,Blue Lakes,8057,20.1,-7
Jul-11,356,Blue Lakes,8057,23.2,1.5
Aug-11,356,Blue Lakes,8057,23,4.9
Sep-11,356,Blue Lakes,8057,21.8,3.6
Oct-11,356,Blue Lakes,8057,17.3,-5.4
Nov-11,356,Blue Lakes,8057,12,-7.8
Dec-11,356,Blue Lakes,8057,9.1,-11.5
Jan-12,356,Blue Lakes,8057,12.3,-13
Feb-12,356,Blue Lakes,8057,11.7,-15.7
Mar-12,356,Blue Lakes,8057,11.2,-17.6
Apr-12,356,Blue Lakes,8057,17.5,-19
May-12,356,Blue Lakes,8057,21,-4.1
Jun-12,356,Blue Lakes,8057,23,-4.7
Jul-12,356,Blue Lakes,8057,25.1,4.3
Aug-12,356,Blue Lakes,8057,26.1,6.4
Sep-12,356,Blue Lakes,8057,22.6,4.5
Oct-12,356,Blue Lakes,8057,21.8,-4.2
Nov-12,356,Blue Lakes,8057,14.8,-12.6
Dec-12,356,Blue Lakes,8057,6.8,-20
Jan-13,356,Blue Lakes,8057,9.5,-24.6
Feb-13,356,Blue Lakes,8057,9.5,-18.9
Mar-13,356,Blue Lakes,8057,14.8,-12.4
Apr-13,356,Blue Lakes,8057,16,-10
May-13,356,Blue Lakes,8057,17.8,-2
Jun-13,356,Blue Lakes,8057,25,0.1
Jul-13,356,Blue Lakes,8057,27.9,6
Aug-13,356,Blue Lakes,8057,24.4,4.5
Sep-13,356,Blue Lakes,8057,21.4,-2.7
Oct-13,356,Blue Lakes,8057,17.6,-27.6
Nov-13,356,Blue Lakes,8057,13.5,-10.2
Dec-13,356,Blue Lakes,8057,12.8,-22.6
Jan-14,356,Blue Lakes,8057,11.1,-10.6
Feb-14,356,Blue Lakes,8057,9.6,-15.5
Mar-14,356,Blue Lakes,8057,12.5,-8.5
Apr-14,356,Blue Lakes,8057,14.5,-11.2
May-14,356,Blue Lakes,8057,18.5,-4.6
Jun-14,356,Blue Lakes,8057,25.7,0.1
Jul-14,356,Blue Lakes,8057,26.4,7.1
Aug-14,356,Blue Lakes,8057,22.5,5.9
Sep-14,356,Blue Lakes,8057,23.2,0.6
Oct-14,356,Blue Lakes,8057,21,-2.8
Nov-14,356,Blue Lakes,8057,16.3,-8
Dec-14,356,Blue Lakes,8057,12.1,-17
Jan-15,356,Blue Lakes,8057,13.8,-12.5
Feb-15,356,Blue Lakes,8057,16,-11.1
Oct-03,1051,Burnside Lake,8129,20.8,-9.7
Nov-03,1051,Burnside Lake,8129,14.3,-19.4
Dec-03,1051,Burnside Lake,8129,12.8,-22.9
Jan-04,1051,Burnside Lake,8129,11.2,-26.3
Feb-04,1051,Burnside Lake,8129,8.2,-21.7
Mar-04,1051,Burnside Lake,8129,17.9,-14.9
Apr-04,1051,Burnside Lake,8129,17.2,-6.5
May-04,1051,Burnside Lake,8129,18.2,-4.3
Jun-04,1051,Burnside Lake,8129,20.5,-3.3
Jul-04,1051,Burnside Lake,8129,23.8,0.2
Aug-04,1051,Burnside Lake,8129,25.8,-0.8
Sep-04,1051,Burnside Lake,8129,22.3,-5.7
Oct-04,1051,Burnside Lake,8129,19,-15.6
Nov-04,1051,Burnside Lake,8129,11.6,-26.4
Dec-04,1051,Burnside Lake,8129,14.4,-19.4
Jan-05,1051,Burnside Lake,8129,18.7,-20.9
Feb-05,1051,Burnside Lake,8129,9.6,-17.3
Mar-05,1051,Burnside Lake,8129,15.8,-19.2
Apr-05,1051,Burnside Lake,8129,12.6,-17.3
May-05,1051,Burnside Lake,8129,19.3,-10.6
Jun-05,1051,Burnside Lake,8129,21.8,-7.4
Jul-05,1051,Burnside Lake,8129,25.4,-0.1
Aug-05,1051,Burnside Lake,8129,23.3,-1.6
Sep-05,1051,Burnside Lake,8129,20.6,-5.7
Oct-05,1051,Burnside Lake,8129,18.8,-8.3
Nov-05,1051,Burnside Lake,8129,15.6,-16.8
Dec-05,1051,Burnside Lake,8129,12.7,-23.1
Jan-06,1051,Burnside Lake,8129,11.5,-23.6
Feb-06,1051,Burnside Lake,8129,13.6,-26.5
Mar-06,1051,Burnside Lake,8129,8.2,-24.9
Apr-06,1051,Burnside Lake,8129,16.4,-16.5
May-06,1051,Burnside Lake,8129,20.5,-7.3
Jun-06,1051,Burnside Lake,8129,25,-2.3
Jul-06,1051,Burnside Lake,8129,26,0.5
Aug-06,1051,Burnside Lake,8129,22.8,-1.9
Sep-06,1051,Burnside Lake,8129,22.6,-8.7
Oct-06,1051,Burnside Lake,8129,16.7,-9.4
Nov-06,1051,Burnside Lake,8129,16.5,-20.9
Dec-06,1051,Burnside Lake,8129,12.9,-22.8
Jan-07,1051,Burnside Lake,8129,13.5,-28.2
Feb-07,1051,Burnside Lake,8129,14.2,-19.1
Mar-07,1051,Burnside Lake,8129,15.6,-21.8
Apr-07,1051,Burnside Lake,8129,17.3,-13.7
May-07,1051,Burnside Lake,8129,20.5,-9
Jun-07,1051,Burnside Lake,8129,21.6,-4.7
Jul-07,1051,Burnside Lake,8129,27.7,1.4
Aug-07,1051,Burnside Lake,8129,25.3,1.2
Sep-07,1051,Burnside Lake,8129,23.1,-3.8
Oct-07,1051,Burnside Lake,8129,20.7,-11.3
Nov-07,1051,Burnside Lake,8129,16.3,-15.1
Dec-07,1051,Burnside Lake,8129,11.7,-22.4
Jan-08,1051,Burnside Lake,8129,11.5,-18.7
Feb-08,1051,Burnside Lake,8129,14.9,-22
Mar-08,1051,Burnside Lake,8129,12.4,-17.2
Apr-08,1051,Burnside Lake,8129,15.2,-14.9
May-08,1051,Burnside Lake,8129,22.8,-9.3
Jun-08,1051,Burnside Lake,8129,22.1,-5
Jul-08,1051,Burnside Lake,8129,26.2,0.4
Aug-08,1051,Burnside Lake,8129,26.4,-0.1
Sep-08,1051,Burnside Lake,8129,23.8,-3.9
Oct-08,1051,Burnside Lake,8129,18.8,-12.4
Nov-08,1051,Burnside Lake,8129,16.4,-16.2
Dec-08,1051,Burnside Lake,8129,15.8,-25.9
Jan-09,1051,Burnside Lake,8129,13.9,-25.7
Feb-09,1051,Burnside Lake,8129,13,-26.7
Mar-09,1051,Burnside Lake,8129,12.1,-24.4
Apr-09,1051,Burnside Lake,8129,18.1,-16.8
May-09,1051,Burnside Lake,8129,20.9,-4.4
Jun-09,1051,Burnside Lake,8129,23.3,-2.3
Jul-09,1051,Burnside Lake,8129,25.7,0.9
Aug-09,1051,Burnside Lake,8129,25.8,-2.5
Sep-09,1051,Burnside Lake,8129,24.1,-7.9
Oct-09,1051,Burnside Lake,8129,17.5,-12.2
Nov-09,1051,Burnside Lake,8129,18.7,-15.8
Dec-09,1051,Burnside Lake,8129,13.5,-24.5
Jan-10,1051,Burnside Lake,8129,11.6,-19.3
Feb-10,1051,Burnside Lake,8129,10.5,-17.7
Mar-10,1051,Burnside Lake,8129,13.3,-20.7
Apr-10,1051,Burnside Lake,8129,14.5,-21.9
May-10,1051,Burnside Lake,8129,13.8,-11.7
Jun-10,1051,Burnside Lake,8129,23.4,-3.6
Jul-10,1051,Burnside Lake,8129,24.8,-1
Aug-10,1051,Burnside Lake,8129,24.8,-2.3
Sep-10,1051,Burnside Lake,8129,24.4,-3.7
Oct-10,1051,Burnside Lake,8129,22,-11.7
Nov-10,1051,Burnside Lake,8129,19.6,-27.9
Dec-10,1051,Burnside Lake,8129,14.1,-25.8
Jan-11,1051,Burnside Lake,8129,14.5,-22.1
Feb-11,1051,Burnside Lake,8129,10.9,-25.6
Mar-11,1051,Burnside Lake,8129,18.7,-19.4
Apr-11,1051,Burnside Lake,8129,16.5,-21.9
May-11,1051,Burnside Lake,8129,15.6,-11.6
Jun-11,1051,Burnside Lake,8129,21.8,-8.8
Jul-11,1051,Burnside Lake,8129,24.2,-0.6
Aug-11,1051,Burnside Lake,8129,22.8,-1.4
Sep-11,1051,Burnside Lake,8129,22,-1.7
Oct-11,1051,Burnside Lake,8129,18.8,-10.2
Nov-11,1051,Burnside Lake,8129,14.6,-17.4
Dec-11,1051,Burnside Lake,8129,11.4,-17.4
Jan-12,1051,Burnside Lake,8129,13.8,-16.7
Feb-12,1051,Burnside Lake,8129,13.2,-21.8
Mar-12,1051,Burnside Lake,8129,12.9,-18.9
Apr-12,1051,Burnside Lake,8129,17.9,-21
May-12,1051,Burnside Lake,8129,21.5,-6.4
Jun-12,1051,Burnside Lake,8129,22.9,-4.9
Jul-12,1051,Burnside Lake,8129,24.9,0.4
Aug-12,1051,Burnside Lake,8129,25.8,-0.8
Sep-12,1051,Burnside Lake,8129,22.8,-1.7
Oct-12,1051,Burnside Lake,8129,22.1,-8.3
Nov-12,1051,Burnside Lake,8129,17.1,-20.7
Dec-12,1051,Burnside Lake,8129,8.8,-27
Jan-13,1051,Burnside Lake,8129,12.4,-31.4
Feb-13,1051,Burnside Lake,8129,11.9,-21.5
Mar-13,1051,Burnside Lake,8129,16.3,-17.6
Apr-13,1051,Burnside Lake,8129,17,-12.4
May-13,1051,Burnside Lake,8129,18.5,-5.6
Jun-13,1051,Burnside Lake,8129,25.5,-4.2
Jul-13,1051,Burnside Lake,8129,28.3,-0.4
Aug-13,1051,Burnside Lake,8129,23.6,-2.4
Sep-13,1051,Burnside Lake,8129,22,-7.8
Oct-13,1051,Burnside Lake,8129,20,-10.6
Nov-13,1051,Burnside Lake,8129,16.4,-14.6
Dec-13,1051,Burnside Lake,8129,15.8,-29.7
Jan-14,1051,Burnside Lake,8129,12.8,-17.5
Feb-14,1051,Burnside Lake,8129,11.5,-23.5
Mar-14,1051,Burnside Lake,8129,13.9,-12.8
Apr-14,1051,Burnside Lake,8129,15.8,-15.4
May-14,1051,Burnside Lake,8129,20.1,-6
Jun-14,1051,Burnside Lake,8129,25.5,-3.4
Jul-14,1051,Burnside Lake,8129,26.5,1.3
Aug-14,1051,Burnside Lake,8129,22.7,-0.4
Sep-14,1051,Burnside Lake,8129,23.2,-1.7
Oct-14,1051,Burnside Lake,8129,20.3,-7.6
Nov-14,1051,Burnside Lake,8129,18.5,-11.1
Dec-14,1051,Burnside Lake,8129,13.6,-21.4
Jan-15,1051,Burnside Lake,8129,14.6,-22.5
Feb-15,1051,Burnside Lake,8129,17.1,-16.4
Oct-04,1067,Carson Pass,8353,19.4,-10.8
Nov-04,1067,Carson Pass,8353,10.2,-15.2
Dec-04,1067,Carson Pass,8353,12.2,-12.5
Jan-05,1067,Carson Pass,8353,15.9,-12.5
Feb-05,1067,Carson Pass,8353,7.8,-11.1
Mar-05,1067,Carson Pass,8353,15.6,-14.3
Apr-05,1067,Carson Pass,8353,13.5,-10.9
May-05,1067,Carson Pass,8353,19.2,-7.4
Jun-05,1067,Carson Pass,8353,20.9,-7.1
Jul-05,1067,Carson Pass,8353,25.6,5.4
Aug-05,1067,Carson Pass,8353,22.4,4.5
Sep-05,1067,Carson Pass,8353,20.7,-2.2
Oct-05,1067,Carson Pass,8353,17.7,-5.2
Nov-05,1067,Carson Pass,8353,15.1,-12.6
Dec-05,1067,Carson Pass,8353,10.8,-13
Jan-06,1067,Carson Pass,8353,7.7,-15.6
Feb-06,1067,Carson Pass,8353,12.7,-17.7
Mar-06,1067,Carson Pass,8353,9.1,-19.3
Apr-06,1067,Carson Pass,8353,15.8,-9.8
May-06,1067,Carson Pass,8353,21.1,-6.6
Jun-06,1067,Carson Pass,8353,25,-1.3
Jul-06,1067,Carson Pass,8353,25.4,5.5
Aug-06,1067,Carson Pass,8353,22.6,3
Sep-06,1067,Carson Pass,8353,22.7,-2.7
Oct-06,1067,Carson Pass,8353,16.5,-3.2
Nov-06,1067,Carson Pass,8353,14.5,-13.7
Dec-06,1067,Carson Pass,8353,11.9,-15
Jan-07,1067,Carson Pass,8353,11.1,-20.5
Feb-07,1067,Carson Pass,8353,13.1,-15.3
Mar-07,1067,Carson Pass,8353,15.9,-16.6
Apr-07,1067,Carson Pass,8353,17.6,-11.1
May-07,1067,Carson Pass,8353,19.5,-9.1
Jun-07,1067,Carson Pass,8353,21.3,-3.7
Jul-07,1067,Carson Pass,8353,27.3,5.1
Aug-07,1067,Carson Pass,8353,25.4,5
Sep-07,1067,Carson Pass,8353,23.1,-2
Oct-07,1067,Carson Pass,8353,22.1,-7.2
Nov-07,1067,Carson Pass,8353,15.6,-9.4
Dec-07,1067,Carson Pass,8353,9.6,-16.5
Jan-08,1067,Carson Pass,8353,11,-16.3
Feb-08,1067,Carson Pass,8353,13.2,-13.7
Mar-08,1067,Carson Pass,8353,11.8,-10.9
Apr-08,1067,Carson Pass,8353,15.2,-11
May-08,1067,Carson Pass,8353,21.8,-5.9
Jun-08,1067,Carson Pass,8353,21.3,-1
Jul-08,1067,Carson Pass,8353,25.6,6.2
Aug-08,1067,Carson Pass,8353,25.7,0.9
Sep-08,1067,Carson Pass,8353,23.3,-0.8
Oct-08,1067,Carson Pass,8353,19.1,-8.9
Nov-08,1067,Carson Pass,8353,14.8,-10.4
Dec-08,1067,Carson Pass,8353,15.3,-16
Jan-09,1067,Carson Pass,8353,12.9,-13.6
Feb-09,1067,Carson Pass,8353,12.4,-18.3
Mar-09,1067,Carson Pass,8353,11.8,-15.1
Apr-09,1067,Carson Pass,8353,17.5,-11
May-09,1067,Carson Pass,8353,20.4,-1.4
Jun-09,1067,Carson Pass,8353,22.5,-0.4
Jul-09,1067,Carson Pass,8353,25.3,6
Aug-09,1067,Carson Pass,8353,25.1,-0.3
Sep-09,1067,Carson Pass,8353,23.8,-3.5
Oct-09,1067,Carson Pass,8353,17.2,-9.2
Nov-09,1067,Carson Pass,8353,18.2,-8.7
Dec-09,1067,Carson Pass,8353,11,-19.5
Jan-10,1067,Carson Pass,8353,9.8,-13.1
Feb-10,1067,Carson Pass,8353,10.3,-10.8
Mar-10,1067,Carson Pass,8353,12.6,-14
Apr-10,1067,Carson Pass,8353,15.5,-14.4
May-10,1067,Carson Pass,8353,14.8,-9.4
Jun-10,1067,Carson Pass,8353,22.4,-0.7
Jul-10,1067,Carson Pass,8353,25.7,3.5
Aug-10,1067,Carson Pass,8353,24.8,-0.9
Sep-10,1067,Carson Pass,8353,24.6,-1.3
Oct-10,1067,Carson Pass,8353,20,-6.3
Nov-10,1067,Carson Pass,8353,17.5,-18.8
Dec-10,1067,Carson Pass,8353,11.9,-18.2
Jan-11,1067,Carson Pass,8353,12.5,-16.1
Feb-11,1067,Carson Pass,8353,9.1,-20.2
Mar-11,1067,Carson Pass,8353,17.8,-12.7
Apr-11,1067,Carson Pass,8353,17.8,-15.2
May-11,1067,Carson Pass,8353,15.4,-9.7
Jun-11,1067,Carson Pass,8353,20.6,-5.4
Jul-11,1067,Carson Pass,8353,23.4,1.2
Aug-11,1067,Carson Pass,8353,22.1,4.6
Sep-11,1067,Carson Pass,8353,21.6,1.4
Oct-11,1067,Carson Pass,8353,17.4,-6.1
Nov-11,1067,Carson Pass,8353,12.6,-11.9
Dec-11,1067,Carson Pass,8353,10,-11.9
Jan-12,1067,Carson Pass,8353,13.7,-13.2
Feb-12,1067,Carson Pass,8353,12.1,-13.6
Mar-12,1067,Carson Pass,8353,12.5,-15.8
Apr-12,1067,Carson Pass,8353,18.1,-16.7
May-12,1067,Carson Pass,8353,20.5,-4
Jun-12,1067,Carson Pass,8353,22.4,-5.5
Jul-12,1067,Carson Pass,8353,24.3,4.7
Aug-12,1067,Carson Pass,8353,25.5,6.1
Sep-12,1067,Carson Pass,8353,21.9,3.5
Oct-12,1067,Carson Pass,8353,21.3,-5.6
Nov-12,1067,Carson Pass,8353,15.7,-13.7
Dec-12,1067,Carson Pass,8353,7.8,-18.5
Jan-13,1067,Carson Pass,8353,10.9,-19.3
Feb-13,1067,Carson Pass,8353,11.5,-14.5
Mar-13,1067,Carson Pass,8353,15.6,-8
Apr-13,1067,Carson Pass,8353,16.1,-9.4
May-13,1067,Carson Pass,8353,18.3,-2.3
Jun-13,1067,Carson Pass,8353,24.9,-0.6
Jul-13,1067,Carson Pass,8353,26.5,5.1
Aug-13,1067,Carson Pass,8353,23.7,3.8
Sep-13,1067,Carson Pass,8353,22.1,-3.3
Oct-13,1067,Carson Pass,8353,18.4,-7.2
Nov-13,1067,Carson Pass,8353,14,-9.4
Dec-13,1067,Carson Pass,8353,13.9,-20
Jan-14,1067,Carson Pass,8353,12.2,-10.4
Feb-14,1067,Carson Pass,8353,10.7,-13.6
Mar-14,1067,Carson Pass,8353,13.3,-9.4
Apr-14,1067,Carson Pass,8353,15,-11.3
May-14,1067,Carson Pass,8353,18.4,-6
Jun-14,1067,Carson Pass,8353,25.4,0.7
Jul-14,1067,Carson Pass,8353,25.5,6.2
Aug-14,1067,Carson Pass,8353,23.3,4.7
Sep-14,1067,Carson Pass,8353,22.9,0.2
Oct-14,1067,Carson Pass,8353,21.6,-3.3
Nov-14,1067,Carson Pass,8353,17.5,-6.7
Dec-14,1067,Carson Pass,8353,11.6,-16.9
Jan-15,1067,Carson Pass,8353,14,-9.9
Feb-15,1067,Carson Pass,8353,15.4,-11
Oct-89,391,Cedar Pass,7030,0,0
Nov-89,391,Cedar Pass,7030,0,0
Dec-89,391,Cedar Pass,7030,0,0
Jan-90,391,Cedar Pass,7030,0,0
Feb-90,391,Cedar Pass,7030,0,0
Mar-90,391,Cedar Pass,7030,0,0
Apr-90,391,Cedar Pass,7030,0,0
May-90,391,Cedar Pass,7030,0,0
Jun-90,391,Cedar Pass,7030,0,0
Jul-90,391,Cedar Pass,7030,28.7,0
Aug-90,391,Cedar Pass,7030,32.3,1.3
Sep-90,391,Cedar Pass,7030,29.9,1.7
Oct-90,391,Cedar Pass,7030,21.5,-7.1
Nov-90,391,Cedar Pass,7030,19.2,-10
Dec-90,391,Cedar Pass,7030,12.5,-28.6
Jan-91,391,Cedar Pass,7030,9.2,-10
Feb-91,391,Cedar Pass,7030,14,-5.7
Mar-91,391,Cedar Pass,7030,11.8,-11.9
Apr-91,391,Cedar Pass,7030,12.6,-11.9
May-91,391,Cedar Pass,7030,17.5,-8.2
Jun-91,391,Cedar Pass,7030,24.8,-3
Jul-91,391,Cedar Pass,7030,28.7,4.3
Aug-91,391,Cedar Pass,7030,26.4,3
Sep-91,391,Cedar Pass,7030,27.8,2.7
Oct-91,391,Cedar Pass,7030,24.1,-11.4
Nov-91,391,Cedar Pass,7030,17.9,-13.8
